language,query,medicine,intent
kn,Metformin ಬಗ್ಗೆ ಇನ್ನಷ್ಟು ತಿಳಿದುಕೊಳ್ಳಬೇಕು.,Metformin,medicine_info
kn,Metformin ಬಗ್ಗೆ ನನಗೆ ವಿವರ ಬೇಕು.,Metformin,medicine_info
kn,Aspirin ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Aspirin,medicine_info
kn,Aspirin ಔಷಧಿಯ ಬಗ್ಗೆ ತಿಳಿಸಿ.,Aspirin,medicine_info
kn,Aspirin ಬಗ್ಗೆ ಇನ್ನಷ್ಟು ತಿಳಿದುಕೊಳ್ಳಬೇಕು.,Aspirin,medicine_info
kn,Aspirin ಬಗ್ಗೆ ನನಗೆ ವಿವರ ಬೇಕು.,Aspirin,medicine_info
kn,Paracetamol ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Paracetamol,medicine_info
kn,Paracetamol ಔಷಧಿಯ ಬಗ್ಗೆ ತಿಳಿಸಿ.,Paracetamol,medicine_info
kn,Paracetamol ಬಗ್ಗೆ ಇನ್ನಷ್ಟು ತಿಳಿದುಕೊಳ್ಳಬೇಕು.,Paracetamol,medicine_info
kn,Paracetamol ಬಗ್ಗೆ ನನಗೆ ವಿವರ ಬೇಕು.,Paracetamol,medicine_info
kn,Ibuprofen ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Ibuprofen,medicine_info
kn,Ibuprofen ಔಷಧಿಯ ಬಗ್ಗೆ ತಿಳಿಸಿ.,Ibuprofen,medicine_info
kn,Ibuprofen ಬಗ್ಗೆ ಇನ್ನಷ್ಟು ತಿಳಿದುಕೊಳ್ಳಬೇಕು.,Ibuprofen,medicine_info
kn,Ibuprofen ಬಗ್ಗೆ ನನಗೆ ವಿವರ ಬೇಕು.,Ibuprofen,medicine_info
kn,Metformin ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Metformin,uses
kn,Metformin ಯಾವ ಕಾಯಿಲೆಗೆ ಉಪಯೋಗವಾಗುತ್ತದೆ?,Metformin,uses
kn,Metformin ಅನ್ನು ಏಕೆ ನೀಡುತ್ತಾರೆ?,Metformin,uses
kn,Metformin ನ ಮುಖ್ಯ ಬಳಕೆ ಏನು?,Metformin,uses
kn,Aspirin ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Aspirin,uses
kn,Aspirin ಯಾವ ಕಾಯಿಲೆಗೆ ಉಪಯೋಗವಾಗುತ್ತದೆ?,Aspirin,uses
kn,Aspirin ಅನ್ನು ಏಕೆ ನೀಡುತ್ತಾರೆ?,Aspirin,uses
kn,Aspirin ನ ಮುಖ್ಯ ಬಳಕೆ ಏನು?,Aspirin,uses
kn,Paracetamol ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Paracetamol,uses
kn,Paracetamol ಯಾವ ಕಾಯಿಲೆಗೆ ಉಪಯೋಗವಾಗುತ್ತದೆ?,Paracetamol,uses
kn,Paracetamol ಅನ್ನು ಏಕೆ ನೀಡುತ್ತಾರೆ?,Paracetamol,uses
kn,Paracetamol ನ ಮುಖ್ಯ ಬಳಕೆ ಏನು?,Paracetamol,uses
kn,Ibuprofen ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Ibuprofen,uses
kn,Ibuprofen ಯಾವ ಕಾಯಿಲೆಗೆ ಉಪಯೋಗವಾಗುತ್ತದೆ?,Ibuprofen,uses
kn,Ibuprofen ಅನ್ನು ಏಕೆ ನೀಡುತ್ತಾರೆ?,Ibuprofen,uses
kn,Ibuprofen ನ ಮುಖ್ಯ ಬಳಕೆ ಏನು?,Ibuprofen,uses
kn,Metformin ನಿಂದ ಯಾವ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಉಂಟಾಗಬಹುದು?,Metformin,side_effects
kn,Metformin ತೆಗೆದುಕೊಂಡರೆ ಯಾವ ತೊಂದರೆಗಳು ಬರಬಹುದು?,Metformin,side_effects
kn,Metformin ಸೇವನೆಯಿಂದ ಅನಗತ್ಯ ಪರಿಣಾಮಗಳಿವೆಯೇ?,Metformin,side_effects
kn,Metformin ನಿಂದ ಯಾವುದೇ ಪ್ರತಿಕೂಲ ಪರಿಣಾಮಗಳಿವೆಯೇ?,Metformin,side_effects
kn,Aspirin ನಿಂದ ಯಾವ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಉಂಟಾಗಬಹುದು?,Aspirin,side_effects
kn,Aspirin ತೆಗೆದುಕೊಂಡರೆ ಯಾವ ತೊಂದರೆಗಳು ಬರಬಹುದು?,Aspirin,side_effects
kn,Aspirin ಸೇವನೆಯಿಂದ ಅನಗತ್ಯ ಪರಿಣಾಮಗಳಿವೆಯೇ?,Aspirin,side_effects
kn,Aspirin ನಿಂದ ಯಾವುದೇ ಪ್ರತಿಕೂಲ ಪರಿಣಾಮಗಳಿವೆಯೇ?,Aspirin,side_effects
kn,Paracetamol ನಿಂದ ಯಾವ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಉಂಟಾಗಬಹುದು?,Paracetamol,side_effects
kn,Paracetamol ತೆಗೆದುಕೊಂಡರೆ ಯಾವ ತೊಂದರೆಗಳು ಬರಬಹುದು?,Paracetamol,side_effects
kn,Paracetamol ಸೇವನೆಯಿಂದ ಅನಗತ್ಯ ಪರಿಣಾಮಗಳಿವೆಯೇ?,Paracetamol,side_effects
kn,Paracetamol ನಿಂದ ಯಾವುದೇ ಪ್ರತಿಕೂಲ ಪರಿಣಾಮಗಳಿವೆಯೇ?,Paracetamol,side_effects
kn,Ibuprofen ನಿಂದ ಯಾವ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಉಂಟಾಗಬಹುದು?,Ibuprofen,side_effects
kn,Ibuprofen ತೆಗೆದುಕೊಂಡರೆ ಯಾವ ತೊಂದರೆಗಳು ಬರಬಹುದು?,Ibuprofen,side_effects
kn,Ibuprofen ಸೇವನೆಯಿಂದ ಅನಗತ್ಯ ಪರಿಣಾಮಗಳಿವೆಯೇ?,Ibuprofen,side_effects
kn,Ibuprofen ನಿಂದ ಯಾವುದೇ ಪ್ರತಿಕೂಲ ಪರಿಣಾಮಗಳಿವೆಯೇ?,Ibuprofen,side_effects
kn,ಯಾರು Metformin ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Metformin,contraindications
kn,ಯಾವಾಗ Metformin ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Metformin,contraindications
kn,ಯಾರಿಗೆ Metformin ಸೂಕ್ತವಲ್ಲ?,Metformin,contraindications
kn,Metformin ಯಾವ ಸಂದರ್ಭಗಳಲ್ಲಿ ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Metformin,contraindications
kn,ಯಾರು Aspirin ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Aspirin,contraindications
kn,ಯಾವಾಗ Aspirin ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Aspirin,contraindications
kn,ಯಾರಿಗೆ Aspirin ಸೂಕ್ತವಲ್ಲ?,Aspirin,contraindications
kn,Aspirin ಯಾವ ಸಂದರ್ಭಗಳಲ್ಲಿ ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Aspirin,contraindications
kn,ಯಾರು Paracetamol ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Paracetamol,contraindications
kn,ಯಾವಾಗ Paracetamol ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Paracetamol,contraindications
kn,ಯಾರಿಗೆ Paracetamol ಸೂಕ್ತವಲ್ಲ?,Paracetamol,contraindications
kn,Paracetamol ಯಾವ ಸಂದರ್ಭಗಳಲ್ಲಿ ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Paracetamol,contraindications
kn,ಯಾರು Ibuprofen ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Ibuprofen,contraindications
kn,ಯಾವಾಗ Ibuprofen ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Ibuprofen,contraindications
kn,ಯಾರಿಗೆ Ibuprofen ಸೂಕ್ತವಲ್ಲ?,Ibuprofen,contraindications
kn,Ibuprofen ಯಾವ ಸಂದರ್ಭಗಳಲ್ಲಿ ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Ibuprofen,contraindications
kn,Metformin ಬಳಸುವಾಗ ಯಾವ ಮುನ್ನೆಚ್ಚರಿಕೆ ಬೇಕು?,Metformin,warnings
kn,Metformin ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳಿವೆ?,Metformin,warnings
kn,Metformin ತೆಗೆದುಕೊಳ್ಳುವಾಗ ಯಾವುದರ ಬಗ್ಗೆ ಜಾಗರೂಕರಾಗಬೇಕು?,Metformin,warnings
kn,Metformin ಬಳಸುವ ಮೊದಲು ಯಾವ ಸುರಕ್ಷತಾ ಮಾಹಿತಿ ತಿಳಿದಿರಬೇಕು?,Metformin,warnings
kn,Aspirin ಬಳಸುವಾಗ ಯಾವ ಮುನ್ನೆಚ್ಚರಿಕೆ ಬೇಕು?,Aspirin,warnings
kn,Aspirin ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳಿವೆ?,Aspirin,warnings
kn,Aspirin ತೆಗೆದುಕೊಳ್ಳುವಾಗ ಯಾವುದರ ಬಗ್ಗೆ ಜಾಗರೂಕರಾಗಬೇಕು?,Aspirin,warnings
kn,Aspirin ಬಳಸುವ ಮೊದಲು ಯಾವ ಸುರಕ್ಷತಾ ಮಾಹಿತಿ ತಿಳಿದಿರಬೇಕು?,Aspirin,warnings
kn,Paracetamol ಬಳಸುವಾಗ ಯಾವ ಮುನ್ನೆಚ್ಚರಿಕೆ ಬೇಕು?,Paracetamol,warnings
kn,Paracetamol ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳಿವೆ?,Paracetamol,warnings
kn,Paracetamol ತೆಗೆದುಕೊಳ್ಳುವಾಗ ಯಾವುದರ ಬಗ್ಗೆ ಜಾಗರೂಕರಾಗಬೇಕು?,Paracetamol,warnings
kn,Paracetamol ಬಳಸುವ ಮೊದಲು ಯಾವ ಸುರಕ್ಷತಾ ಮಾಹಿತಿ ತಿಳಿದಿರಬೇಕು?,Paracetamol,warnings
kn,Ibuprofen ಬಳಸುವಾಗ ಯಾವ ಮುನ್ನೆಚ್ಚರಿಕೆ ಬೇಕು?,Ibuprofen,warnings
kn,Ibuprofen ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳಿವೆ?,Ibuprofen,warnings
kn,Ibuprofen ತೆಗೆದುಕೊಳ್ಳುವಾಗ ಯಾವುದರ ಬಗ್ಗೆ ಜಾಗರೂಕರಾಗಬೇಕು?,Ibuprofen,warnings
kn,Ibuprofen ಬಳಸುವ ಮೊದಲು ಯಾವ ಸುರಕ್ಷತಾ ಮಾಹಿತಿ ತಿಳಿದಿರಬೇಕು?,Ibuprofen,warnings
kn,Metformin ಬೇರೆ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸುತ್ತದೆಯೇ?,Metformin,interactions
kn,Metformin ಜೊತೆ ಯಾವ ಔಷಧಿಗಳನ್ನು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Metformin,interactions
kn,Metformin ಅನ್ನು ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ತೆಗೆದುಕೊಳ್ಳಬಹುದೇ?,Metformin,interactions
kn,Metformin ನ ಔಷಧಿ ಪರಸ್ಪರ ಕ್ರಿಯೆಗಳು ಯಾವುವು?,Metformin,interactions
kn,Aspirin ಬೇರೆ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸುತ್ತದೆಯೇ?,Aspirin,interactions
kn,Aspirin ಜೊತೆ ಯಾವ ಔಷಧಿಗಳನ್ನು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Aspirin,interactions
kn,Aspirin ಅನ್ನು ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ತೆಗೆದುಕೊಳ್ಳಬಹುದೇ?,Aspirin,interactions
kn,Aspirin ನ ಔಷಧಿ ಪರಸ್ಪರ ಕ್ರಿಯೆಗಳು ಯಾವುವು?,Aspirin,interactions
kn,Paracetamol ಬೇರೆ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸುತ್ತದೆಯೇ?,Paracetamol,interactions
kn,Paracetamol ಜೊತೆ ಯಾವ ಔಷಧಿಗಳನ್ನು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Paracetamol,interactions
kn,Paracetamol ಅನ್ನು ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ತೆಗೆದುಕೊಳ್ಳಬಹುದೇ?,Paracetamol,interactions
kn,Paracetamol ನ ಔಷಧಿ ಪರಸ್ಪರ ಕ್ರಿಯೆಗಳು ಯಾವುವು?,Paracetamol,interactions
kn,Ibuprofen ಬೇರೆ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸುತ್ತದೆಯೇ?,Ibuprofen,interactions
kn,Ibuprofen ಜೊತೆ ಯಾವ ಔಷಧಿಗಳನ್ನು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Ibuprofen,interactions
kn,Ibuprofen ಅನ್ನು ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ತೆಗೆದುಕೊಳ್ಳಬಹುದೇ?,Ibuprofen,interactions
kn,Ibuprofen ನ ಔಷಧಿ ಪರಸ್ಪರ ಕ್ರಿಯೆಗಳು ಯಾವುವು?,Ibuprofen,interactions
kn,Metformin ಅನ್ನು ಎಷ್ಟು ಪ್ರಮಾಣದಲ್ಲಿ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Metformin,dosage
kn,Metformin ನ ಸಾಮಾನ್ಯ ಪ್ರಮಾಣ ಎಷ್ಟು?,Metformin,dosage
kn,Metformin ನ ಸರಿಯಾದ ಡೋಸ್ ಎಷ್ಟು?,Metformin,dosage
kn,Metformin ಅನ್ನು ಹೇಗೆ ಮತ್ತು ಎಷ್ಟು ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Metformin,dosage
kn,Aspirin ಅನ್ನು ಎಷ್ಟು ಪ್ರಮಾಣದಲ್ಲಿ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Aspirin,dosage
kn,Aspirin ನ ಸಾಮಾನ್ಯ ಪ್ರಮಾಣ ಎಷ್ಟು?,Aspirin,dosage
kn,Aspirin ನ ಸರಿಯಾದ ಡೋಸ್ ಎಷ್ಟು?,Aspirin,dosage
kn,Aspirin ಅನ್ನು ಹೇಗೆ ಮತ್ತು ಎಷ್ಟು ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Aspirin,dosage
kn,Paracetamol ಅನ್ನು ಎಷ್ಟು ಪ್ರಮಾಣದಲ್ಲಿ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Paracetamol,dosage
kn,Paracetamol ನ ಸಾಮಾನ್ಯ ಪ್ರಮಾಣ ಎಷ್ಟು?,Paracetamol,dosage
kn,Paracetamol ನ ಸರಿಯಾದ ಡೋಸ್ ಎಷ್ಟು?,Paracetamol,dosage
kn,Paracetamol ಅನ್ನು ಹೇಗೆ ಮತ್ತು ಎಷ್ಟು ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Paracetamol,dosage
kn,Ibuprofen ಅನ್ನು ಎಷ್ಟು ಪ್ರಮಾಣದಲ್ಲಿ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Ibuprofen,dosage
kn,Ibuprofen ನ ಸಾಮಾನ್ಯ ಪ್ರಮಾಣ ಎಷ್ಟು?,Ibuprofen,dosage
kn,Ibuprofen ನ ಸರಿಯಾದ ಡೋಸ್ ಎಷ್ಟು?,Ibuprofen,dosage
kn,Ibuprofen ಅನ್ನು ಹೇಗೆ ಮತ್ತು ಎಷ್ಟು ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Ibuprofen,dosage
tulu,Metformin ದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಕೊರ್ಲೆ.,Metformin,medicine_info
tulu,Metformin ದ ಬಗ್ಗೆ ಎಂಚಿನ ಮಾಹಿತಿ ಉಂಡು?,Metformin,medicine_info
tulu,Metformin ದ ಬಗ್ಗೆ ತಿಳ್ಕೊಂಬೊಡು.,Metformin,medicine_info
tulu,Metformin ದ ಬಗ್ಗೆ ವಿವರ ಕೊರ್ಲೆ.,Metformin,medicine_info
tulu,Aspirin ದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಕೊರ್ಲೆ.,Aspirin,medicine_info
tulu,Aspirin ದ ಬಗ್ಗೆ ಎಂಚಿನ ಮಾಹಿತಿ ಉಂಡು?,Aspirin,medicine_info
tulu,Aspirin ದ ಬಗ್ಗೆ ತಿಳ್ಕೊಂಬೊಡು.,Aspirin,medicine_info
tulu,Aspirin ದ ಬಗ್ಗೆ ವಿವರ ಕೊರ್ಲೆ.,Aspirin,medicine_info
tulu,Paracetamol ದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಕೊರ್ಲೆ.,Paracetamol,medicine_info
tulu,Paracetamol ದ ಬಗ್ಗೆ ಎಂಚಿನ ಮಾಹಿತಿ ಉಂಡು?,Paracetamol,medicine_info
tulu,Paracetamol ದ ಬಗ್ಗೆ ತಿಳ್ಕೊಂಬೊಡು.,Paracetamol,medicine_info
tulu,Paracetamol ದ ಬಗ್ಗೆ ವಿವರ ಕೊರ್ಲೆ.,Paracetamol,medicine_info
tulu,Ibuprofen ದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಕೊರ್ಲೆ.,Ibuprofen,medicine_info
tulu,Ibuprofen ದ ಬಗ್ಗೆ ಎಂಚಿನ ಮಾಹಿತಿ ಉಂಡು?,Ibuprofen,medicine_info
tulu,Ibuprofen ದ ಬಗ್ಗೆ ತಿಳ್ಕೊಂಬೊಡು.,Ibuprofen,medicine_info
tulu,Ibuprofen ದ ಬಗ್ಗೆ ವಿವರ ಕೊರ್ಲೆ.,Ibuprofen,medicine_info
tulu,Metformin ಎಂಚಿನ ಬಳಕೆಗ್ ಬರ್ಪುಂಡು?,Metformin,uses
tulu,Metformin ಯಾತಕ್ಕೆ ಬಳಕೆ ಆಪುಂಡು?,Metformin,uses
tulu,Metformin ದ ಮುಖ್ಯ ಬಳಕೆ ಎಂಚಿನದು?,Metformin,uses
tulu,Metformin ಯಾತಕ್ಕೆ ತಿನ್ಪುಂಡು?,Metformin,uses
tulu,Aspirin ಎಂಚಿನ ಬಳಕೆಗ್ ಬರ್ಪುಂಡು?,Aspirin,uses
tulu,Aspirin ಯಾತಕ್ಕೆ ಬಳಕೆ ಆಪುಂಡು?,Aspirin,uses
tulu,Aspirin ದ ಮುಖ್ಯ ಬಳಕೆ ಎಂಚಿನದು?,Aspirin,uses
tulu,Aspirin ಯಾತಕ್ಕೆ ತಿನ್ಪುಂಡು?,Aspirin,uses
tulu,Paracetamol ಎಂಚಿನ ಬಳಕೆಗ್ ಬರ್ಪುಂಡು?,Paracetamol,uses
tulu,Paracetamol ಯಾತಕ್ಕೆ ಬಳಕೆ ಆಪುಂಡು?,Paracetamol,uses
tulu,Paracetamol ದ ಮುಖ್ಯ ಬಳಕೆ ಎಂಚಿನದು?,Paracetamol,uses
tulu,Paracetamol ಯಾತಕ್ಕೆ ತಿನ್ಪುಂಡು?,Paracetamol,uses
tulu,Ibuprofen ಎಂಚಿನ ಬಳಕೆಗ್ ಬರ್ಪುಂಡು?,Ibuprofen,uses
tulu,Ibuprofen ಯಾತಕ್ಕೆ ಬಳಕೆ ಆಪುಂಡು?,Ibuprofen,uses
tulu,Ibuprofen ದ ಮುಖ್ಯ ಬಳಕೆ ಎಂಚಿನದು?,Ibuprofen,uses
tulu,Ibuprofen ಯಾತಕ್ಕೆ ತಿನ್ಪುಂಡು?,Ibuprofen,uses
tulu,Metformin ತಿಂದ್ ಎಂಚಿನ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಆಪುಂಡು?,Metformin,side_effects
tulu,Metformin ತಿನ್ಪುನಗ ಎಂಚಿನ ತೊಂದರೆ ಆಪುಂಡು?,Metformin,side_effects
tulu,Metformin ದಿಂದ್ ಎಂಚಿನ ಅನಗತ್ಯ ಪರಿಣಾಮ ಆಪುಂಡು?,Metformin,side_effects
tulu,Metformin ತಿಂದ್ ಯಾವುದೇ ತೊಂದರೆ ಉಂಡಾ?,Metformin,side_effects
tulu,Aspirin ತಿಂದ್ ಎಂಚಿನ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಆಪುಂಡು?,Aspirin,side_effects
tulu,Aspirin ತಿನ್ಪುನಗ ಎಂಚಿನ ತೊಂದರೆ ಆಪುಂಡು?,Aspirin,side_effects
tulu,Aspirin ದಿಂದ್ ಎಂಚಿನ ಅನಗತ್ಯ ಪರಿಣಾಮ ಆಪುಂಡು?,Aspirin,side_effects
